z;id;descricao;id;descricao
-1403061810412372065;20;First-person party-based RPG;1;Platform games
-1396294839689131887;11;Graphic adventures;24;Construction and management simulation
-1388827344024843379;34;Turn-based tactics (TBT);28;Artillery game
-1373954768335145504;7;Rhythm games;45;Logic game
-1372758035662040844;5;Stealth game;39;Competitive
-1370006191131341253;54;Exergame;51;Christian game
-1357467691981468995;47;Board game / Card game;27;4X game
-1354804500101170263;38;Sports game;24;Construction and management simulation
-1352939758184999944;31;Multiplayer online battle arena (MOBA);13;Interactive movie
-1352373003321576713;26;Vehicle simulation;52;Educational game
-1352167181565087535;37;Racing;11;Graphic adventures
-1350449023598465302;51;Christian game;19;Sandbox RPG
-1330074008570678955;45;Logic game;55;Personalized game
-1314628445091897542;20;First-person party-based RPG;13;Interactive movie
-1313073642038239741;9;Metroidvania;23;Fantasy
-1310941429489930460;37;Racing;33;Turn-based strategy (TBS)
-1309703478894829189;54;Exergame;32;Tower defense
-1309359215177278524;24;Construction and management simulation;54;Exergame
-1303749723785318013;55;Personalized game;49;Art game
-1301735363347320205;21;Cultural differences;15;Action RPG
-1294129689294900864;31;Multiplayer online battle arena (MOBA);40;Sports-based fighting
-1289422016265909796;53;Electronic sports;30;Real-time tactics (RTT)
-1287165394752431621;29;Real-time strategy (RTS);1;Platform games
-1282201931443661308;49;Art game;15;Action RPG
-1281838138416754875;40;Sports-based fighting;36;Grand strategy wargame
-1269687976052578309;22;Choices;38;Sports game
-1266655823215946373;18;Tactical RPG;50;Casual game
-1266217110367695761;2;Shooter games;56;Serious game
-1265364515575479244;15;Action RPG;27;4X game
-1265052314937299526;5;Stealth game;2;Shooter games
-1261158462947112043;45;Logic game;34;Turn-based tactics (TBT)
-1246622675171993182;54;Exergame;34;Turn-based tactics (TBT)
-1226575846713779699;27;4X game;38;Sports game
-1223980098795850953;28;Artillery game;54;Exergame
-1223229293678059796;15;Action RPG;54;Exergame
-1222109453049838242;2;Shooter games;20;First-person party-based RPG
-1218127097202782286;7;Rhythm games;46;Trivia game
-1211922415382581723;2;Shooter games;14;Real-time 3D adventures
-1185499265627871094;37;Racing;17;Roguelikes
-1185430771316894969;53;Electronic sports;42;Casual games
-1174608819338804954;21;Cultural differences;1;Platform games
-1165387763298879781;42;Casual games;55;Personalized game
-1149412211178567147;37;Racing;3;Fighting games
-1145784122110494763;21;Cultural differences;5;Stealth game
-1136179246342261631;30;Real-time tactics (RTT);43;Party game
-1134602874520095645;7;Rhythm games;50;Casual game
-1130296771406247098;54;Exergame;54;Exergame
-1118287712002704295;48;Advergame;45;Logic game
-1114315113790193710;54;Exergame;22;Choices
-1099914951989856057;47;Board game / Card game;5;Stealth game
-1088498466627228388;41;MMO;55;Personalized game
-1083565071383197888;27;4X game;33;Turn-based strategy (TBS)
-1081646678410672546;55;Personalized game;21;Cultural differences
-1063148074126143263;2;Shooter games;35;Wargame
-1059699133029865988;27;4X game;53;Electronic sports
-1058964236006755959;14;Real-time 3D adventures;7;Rhythm games
-1058862864098881505;32;Tower defense;51;Christian game
-1051995659209124249;27;4X game;11;Graphic adventures
-1051302927192044041;14;Real-time 3D adventures;2;Shooter games
-1049708637568508979;27;4X game;13;Interactive movie
-1042618302375208688;6;Survival games;54;Exergame
-1035794276715848452;9;Metroidvania;52;Educational game
-1034289005100724575;29;Real-time strategy (RTS);46;Trivia game
-1021914128722968167;1;Platform games;51;Christian game
-1021708628217912366;3;Fighting games;38;Sports game
-1012398105054979131;7;Rhythm games;3;Fighting games
-1005305932757091411;2;Shooter games;6;Survival games
-1003338262134021807;25;Life simulation;14;Real-time 3D adventures
-1002189899797636569;51;Christian game;13;Interactive movie
-996197668878367635;29;Real-time strategy (RTS);42;Casual games
-995736219442277604;13;Interactive movie;50;Casual game
-983995305441101550;33;Turn-based strategy (TBS);48;Advergame
-974182305045706933;22;Choices;7;Rhythm games
-972101319066591814;56;Serious game;47;Board game / Card game
-961605951227843199;27;4X game;2;Shooter games
-959441572560062825;14;Real-time 3D adventures;25;Life simulation
-946783078137030666;43;Party game;49;Art game
-946285688613526470;2;Shooter games;24;Construction and management simulation
-937996753098215470;32;Tower defense;12;Visual novels
-917910817129913391;16;MMORPG;29;Real-time strategy (RTS)
-911968202676427297;38;Sports game;1;Platform games
-909758274531345142;23;Fantasy;45;Logic game
-899772623457340309;25;Life simulation;18;Tactical RPG
-892698650825970677;32;Tower defense;36;Grand strategy wargame
-889184900470716989;48;Advergame;42;Casual games
-875738435634855714;47;Board game / Card game;39;Competitive
-875318980833828730;39;Competitive;32;Tower defense
-871704342536271784;47;Board game / Card game;13;Interactive movie
-851271225062913778;38;Sports game;7;Rhythm games
-850329824153292444;48;Advergame;31;Multiplayer online battle arena (MOBA)
-848075804444465826;43;Party game;32;Tower defense
-843403621454964612;26;Vehicle simulation;54;Exergame
-842551346262585303;39;Competitive;7;Rhythm games
-832291962199156220;18;Tactical RPG;15;Action RPG
-827925404789000950;2;Shooter games;51;Christian game
-826072895892664088;18;Tactical RPG;11;Graphic adventures
-822563605356797162;51;Christian game;49;Art game
-804759278955504590;17;Roguelikes;11;Graphic adventures
-798977756642980352;19;Sandbox RPG;17;Roguelikes
-797965370151834918;25;Life simulation;24;Construction and management simulation
-796049579922293623;48;Advergame;9;Metroidvania
-787659914633378011;3;Fighting games;3;Fighting games
-784513220209145724;33;Turn-based strategy (TBS);47;Board game / Card game
-781287603735559124;12;Visual novels;24;Construction and management simulation
-774239620437196799;37;Racing;29;Real-time strategy (RTS)
-755053789378189113;26;Vehicle simulation;43;Party game
-747099908772798680;3;Fighting games;26;Vehicle simulation
-727240922117010181;10;Text adventures;24;Construction and management simulation
-723918734738125184;26;Vehicle simulation;53;Electronic sports
-721987024887911611;25;Life simulation;39;Competitive
-721361791007821615;42;Casual games;17;Roguelikes
-720025465677465063;45;Logic game;23;Fantasy
-712814272411687438;16;MMORPG;54;Exergame
-704280027914963018;18;Tactical RPG;4;Beat em up games
-702634330863969658;13;Interactive movie;53;Electronic sports
-697235462066381191;16;MMORPG;42;Casual games
-676238366256487122;7;Rhythm games;26;Vehicle simulation
-673685459604163349;31;Multiplayer online battle arena (MOBA);43;Party game
-664230909282288782;52;Educational game;20;First-person party-based RPG
-663171382316396527;46;Trivia game;40;Sports-based fighting
-652234178297427389;1;Platform games;13;Interactive movie
-651926710737143255;27;4X game;7;Rhythm games
-645211259057757557;52;Educational game;2;Shooter games
-636783626952438851;14;Real-time 3D adventures;17;Roguelikes
-633779178917627500;40;Sports-based fighting;16;MMORPG
-632055409061982796;18;Tactical RPG;12;Visual novels
-622262276472514321;19;Sandbox RPG;5;Stealth game
-618635944346303561;23;Fantasy;8;Survival horror
-616445644381401345;15;Action RPG;15;Action RPG
-616086486225395826;39;Competitive;39;Competitive
-615340401562942718;44;Programming game;25;Life simulation
-612983111945107642;50;Casual game;43;Party game
-609661950702942949;21;Cultural differences;35;Wargame
-603750931051322174;53;Electronic sports;3;Fighting games
-600104477859089151;13;Interactive movie;8;Survival horror
-590037570846239477;19;Sandbox RPG;51;Christian game
-585454899417616933;5;Stealth game;37;Racing
-584491105942862180;41;MMO;41;MMO
-584296318335062272;13;Interactive movie;36;Grand strategy wargame
-582171989005410410;19;Sandbox RPG;11;Graphic adventures
-577108500482626791;50;Casual game;29;Real-time strategy (RTS)
-576734139160415374;3;Fighting games;54;Exergame
-569934883757198191;51;Christian game;12;Visual novels
-566452341656767163;19;Sandbox RPG;36;Grand strategy wargame
-562071893044082423;47;Board game / Card game;44;Programming game
-561953257220401444;53;Electronic sports;4;Beat em up games
-554855875255762058;39;Competitive;37;Racing
-550479747600966134;44;Programming game;29;Real-time strategy (RTS)
-548481334598754410;39;Competitive;36;Grand strategy wargame
-548419536757333603;18;Tactical RPG;17;Roguelikes
-546928089931995914;29;Real-time strategy (RTS);3;Fighting games
-545045414047387285;36;Grand strategy wargame;6;Survival games
-539678331154134859;12;Visual novels;11;Graphic adventures
-536696317911057680;22;Choices;12;Visual novels
-529406965943808306;32;Tower defense;47;Board game / Card game
-523522664269166513;39;Competitive;33;Turn-based strategy (TBS)
-516627492493188456;25;Life simulation;41;MMO
-514777035407786538;1;Platform games;33;Turn-based strategy (TBS)
-500100522519390245;44;Programming game;50;Casual game
-496242324725390815;46;Trivia game;39;Competitive
-495644933010592143;29;Real-time strategy (RTS);5;Stealth game
-495395316950568718;2;Shooter games;48;Advergame
-491192982783781710;6;Survival games;39;Competitive
-486553077852145523;3;Fighting games;14;Real-time 3D adventures
-483541731581760166;56;Serious game;52;Educational game
-482575810918372980;39;Competitive;34;Turn-based tactics (TBT)
-477792171486598355;20;First-person party-based RPG;53;Electronic sports
-472695394314010300;31;Multiplayer online battle arena (MOBA);42;Casual games
-470099750582414031;34;Turn-based tactics (TBT);15;Action RPG
-469582874653218038;30;Real-time tactics (RTT);1;Platform games
-450900249947879746;14;Real-time 3D adventures;9;Metroidvania
-439607866446650678;41;MMO;44;Programming game
-438785395685801723;26;Vehicle simulation;46;Trivia game
-424453981559924655;34;Turn-based tactics (TBT);5;Stealth game
-424400783016597970;50;Casual game;28;Artillery game
-424228575376883026;18;Tactical RPG;30;Real-time tactics (RTT)
-417230911183956698;38;Sports game;42;Casual games
-417035159865849254;50;Casual game;53;Electronic sports
-414295734673538183;44;Programming game;1;Platform games
-405820210006732425;2;Shooter games;23;Fantasy
-394097798759948042;33;Turn-based strategy (TBS);39;Competitive
-386366130924969873;28;Artillery game;51;Christian game
-382475099488041429;11;Graphic adventures;4;Beat em up games
-376409478817276861;5;Stealth game;26;Vehicle simulation
-371727209642084807;8;Survival horror;36;Grand strategy wargame
-371579096694746122;26;Vehicle simulation;41;MMO
-366661754534180443;15;Action RPG;2;Shooter games
-366289244410623210;51;Christian game;37;Racing
-359522124649898702;46;Trivia game;34;Turn-based tactics (TBT)
-348269768126602461;20;First-person party-based RPG;20;First-person party-based RPG
-346345060923369577;41;MMO;35;Wargame
-345517282585285339;3;Fighting games;24;Construction and management simulation
-345375565276901440;40;Sports-based fighting;56;Serious game
-335732468414195852;10;Text adventures;45;Logic game
-331126408903111219;54;Exergame;15;Action RPG
-330941356620540418;54;Exergame;50;Casual game
-330756601139833908;17;Roguelikes;8;Survival horror
-330246968894352989;9;Metroidvania;19;Sandbox RPG
-329323890143055965;2;Shooter games;13;Interactive movie
-325271040144685472;31;Multiplayer online battle arena (MOBA);47;Board game / Card game
-310982017093662103;27;4X game;5;Stealth game
-308169262770139460;42;Casual games;31;Multiplayer online battle arena (MOBA)
-303662209872037450;20;First-person party-based RPG;11;Graphic adventures
-291114774960391580;34;Turn-based tactics (TBT);26;Vehicle simulation
-276315296852675608;56;Serious game;18;Tactical RPG
-275447005179764523;37;Racing;25;Life simulation
-260859854755535334;20;First-person party-based RPG;9;Metroidvania
-245769307260305825;6;Survival games;55;Personalized game
-242477924545993549;7;Rhythm games;15;Action RPG
-241766564688939125;1;Platform games;11;Graphic adventures
-215441547583224404;4;Beat em up games;23;Fantasy
-214746312116972522;55;Personalized game;25;Life simulation
-202845328933891647;13;Interactive movie;17;Roguelikes
-202217542585367831;28;Artillery game;14;Real-time 3D adventures
-199890942502353275;7;Rhythm games;28;Artillery game
-195237809364382412;6;Survival games;32;Tower defense
-188868901728248352;38;Sports game;21;Cultural differences
-183181926658310500;1;Platform games;42;Casual games
-180284399085418109;31;Multiplayer online battle arena (MOBA);37;Racing
-173279775145340166;39;Competitive;27;4X game
-172766957974408433;54;Exergame;53;Electronic sports
-168064435461212905;43;Party game;36;Grand strategy wargame
-165673917343942296;47;Board game / Card game;17;Roguelikes
-158985208900163706;30;Real-time tactics (RTT);55;Personalized game
-129347106373859131;52;Educational game;9;Metroidvania
-127237182876784575;51;Christian game;51;Christian game
-124826241413297510;55;Personalized game;53;Electronic sports
-123498460705898272;38;Sports game;30;Real-time tactics (RTT)
-114993373510754566;43;Party game;48;Advergame
-103578326177480760;47;Board game / Card game;32;Tower defense
-78745485677667145;19;Sandbox RPG;21;Cultural differences
-78351275312963575;34;Turn-based tactics (TBT);1;Platform games
-74871478558534205;30;Real-time tactics (RTT);6;Survival games
-70689015954082306;40;Sports-based fighting;50;Casual game
-70615091941448412;53;Electronic sports;50;Casual game
-62301550589147650;18;Tactical RPG;53;Electronic sports
-55029180635996332;40;Sports-based fighting;20;First-person party-based RPG
-52698260163428411;36;Grand strategy wargame;44;Programming game
-32879469055126501;46;Trivia game;27;4X game
-32421622960233708;10;Text adventures;34;Turn-based tactics (TBT)
